"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Pyr) / (126, Pyr)"	"Abundance Ratio: (128N, Pyr) / (126, Pyr)"	"Abundance Ratio: (127C, Pyr) / (126, Pyr)"	"Abundance Ratio: (128C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129N, Pyr) / (126, Pyr)"	"Abundance Ratio: (129C, Pyr) / (126, Pyr)"	"Abundance Ratio: (130N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130C, Pyr) / (126, Pyr)"	"Abundance Ratio: (131, Pyr) / (126, Pyr)"	"Abundance: F4: 126, Sample, Pyr"	"Abundance: F4: 127N, Sample, Pyr"	"Abundance: F4: 127C, Sample, Pyr"	"Abundance: F4: 128N, Sample, Pyr"	"Abundance: F4: 128C, Sample, Pyr"	"Abundance: F4: 129N, Sample, Pyr"	"Abundance: F4: 129C, Sample, Pyr"	"Abundance: F4: 130N, Sample, Pyr"	"Abundance: F4: 130C, Sample, Pyr"	"Abundance: F4: 131, Sample, Pyr"	"Abundances Count: F4: 126, Sample, Pyr"	"Abundances Count: F4: 127N, Sample, Pyr"	"Abundances Count: F4: 127C, Sample, Pyr"	"Abundances Count: F4: 128N, Sample, Pyr"	"Abundances Count: F4: 128C, Sample, Pyr"	"Abundances Count: F4: 129N, Sample, Pyr"	"Abundances Count: F4: 129C, Sample, Pyr"	"Abundances Count: F4: 130N, Sample, Pyr"	"Abundances Count: F4: 130C, Sample, Pyr"	"Abundances Count: F4: 131, Sample, Pyr"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_0217900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_02_v3:735438-736997(-) | length=519 | sequence_SO=chromosome | SO=protein_coding"	"21.5799614643545"	"11"	"33"	"11"	"1"	"519"	"60.559"	"7.93"	""	"1.055"	"1.103"	"1.066"	"0.444"	"0.191"	"0.104"	"0.085"	"0.069"	"0.067"	"5090.4"	"5368.7"	"5425.0"	"5614.7"	"2258.4"	"974.0"	"531.1"	"431.3"	"349.8"	"339.2"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"5.105"	"0"	"506.927124419374"	"11"
"False"	"IsMasterProtein"	"PF3D7_0907600"	"organism=Plasmodium_falciparum_3D7 | product=translation initiation factor SUI1, putative | location=Pf3D7_09_v3:360535-363215(+) | length=818 | sequence_SO=chromosome | SO=protein_coding"	"16.5036674816626"	"11"	"25"	"11"	"1"	"818"	"95.223"	"8.31"	""	"1.007"	"0.768"	"0.949"	"0.416"	"0.265"	"0.204"	"0.213"	"0.160"	"0.154"	"1485.4"	"1495.6"	"1409.0"	"1141.1"	"618.5"	"393.9"	"303.7"	"316.1"	"238.1"	"228.7"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"1.123"	"0"	"503.907314988041"	"11"
"False"	"IsMasterProtein"	"PF3D7_1466400"	"organism=Plasmodium_falciparum_3D7 | product=transcription factor with AP2 domain(s) (ApiAP2) | location=Pf3D7_14_v3:2714844-2717285(-) | length=813 | sequence_SO=chromosome | SO=protein_coding"	"17.5891758917589"	"11"	"24"	"11"	"1"	"813"	"92.036"	"8.41"	"Acetyl [N-Term]"	"1.048"	"1.183"	"1.042"	"0.883"	"0.879"	"0.847"	"0.883"	"0.758"	"0.772"	"1881.9"	"1971.6"	"1961.3"	"2226.2"	"1662.1"	"1654.5"	"1594.5"	"1662.6"	"1426.8"	"1453.0"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"1.683"	"0"	"501.826936758959"	"11"
"False"	"IsMasterProtein"	"PF3D7_1319300"	"organism=Plasmodium_falciparum_3D7 | product=N2,N2-dimethylguanosine tRNA methyltransferase, putative | location=Pf3D7_13_v3:795939-798353(-) | length=804 | sequence_SO=chromosome | SO=protein_coding"	"28.3582089552239"	"18"	"53"	"18"	"1"	"804"	"94.757"	"8.31"	""	"0.995"	"0.464"	"0.732"	"0.171"	"0.146"	"0.113"	"0.102"	"0.090"	"0.085"	"4615.7"	"4593.7"	"3378.0"	"2143.7"	"789.0"	"674.0"	"522.6"	"468.6"	"414.7"	"390.4"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"2.728"	"0"	"501.302687539395"	"18"
"False"	"IsMasterProtein"	"PF3D7_1004300"	"organism=Plasmodium_falciparum_3D7 | product=E3 ubiquitin-protein ligase, putative | location=Pf3D7_10_v3:199452-202844(-) | length=1130 | sequence_SO=chromosome | SO=protein_coding"	"19.2035398230089"	"19"	"55"	"19"	"1"	"1130"	"131.62"	"5.27"	""	"1.133"	"1.123"	"1.008"	"0.744"	"0.744"	"0.734"	"0.791"	"0.615"	"0.649"	"1553.8"	"1760.8"	"1566.0"	"1744.5"	"1156.2"	"1155.7"	"1140.1"	"1229.4"	"956.2"	"1008.8"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"2.035"	"0"	"500.705821277462"	"19"
"False"	"IsMasterProtein"	"PF3D7_1328100"	"organism=Plasmodium_falciparum_3D7 | product=proteasome subunit beta type-7, putative | location=Pf3D7_13_v3:1184208-1185020(+) | length=270 | sequence_SO=chromosome | SO=protein_coding"	"24.8148148148148"	"9"	"42"	"9"	"1"	"270"	"29.942"	"7.84"	""	"1.032"	"1.061"	"1.008"	"0.837"	"0.826"	"0.822"	"0.710"	"0.236"	"0.200"	"5448.1"	"5622.1"	"5489.0"	"5779.7"	"4559.4"	"4498.4"	"4479.2"	"3867.4"	"1288.0"	"1091.9"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"5.494"	"0"	"499.616666666667"	"9"
"False"	"IsMasterProtein"	"PF3D7_1408600"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S8e, putative | location=Pf3D7_14_v3:323317-324172(+) | length=218 | sequence_SO=chromosome | SO=protein_coding"	"28.4403669724771"	"6"	"15"	"6"	"1"	"218"	"25.035"	"9.98"	""	"0.797"	"0.582"	"0.532"	"0.409"	"0.388"	"0.407"	"0.430"	"0.358"	"0.385"	"3965.5"	"3158.8"	"2110.5"	"2307.0"	"1622.6"	"1539.2"	"1613.4"	"1706.2"	"1421.2"	"1526.8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"7.111"	"0"	"499.29309925894"	"6"
"False"	"IsMasterProtein"	"PF3D7_0812400"	"organism=Plasmodium_falciparum_3D7 | product=karyopherin alpha (KARalpha) | location=Pf3D7_08_v3:621805-623442(-) | length=545 | sequence_SO=chromosome | SO=protein_coding"	"16.1467889908257"	"7"	"19"	"7"	"1"	"545"	"61.12"	"5.3"	""	"1.149"	"0.607"	"0.937"	"0.254"	"0.219"	"0.143"	"0.118"	"0.134"	"0.091"	"1102.8"	"1267.0"	"1032.8"	"669.0"	"280.0"	"241.5"	"158.1"	"130.2"	"148.1"	"100.3"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.555"	"0"	"498.761471207436"	"7"
"False"	"IsMasterProtein"	"PF3D7_0305600"	"organism=Plasmodium_falciparum_3D7 | product=AP endonuclease (DNA-[apurinic or apyrimidinic site] lyase), putative | location=Pf3D7_03_v3:275864-277717(-) | length=617 | sequence_SO=chromosome | SO=protein_coding"	"28.3630470016207"	"17"	"35"	"16"	"1"	"617"	"72.398"	"8.48"	""	"0.982"	"1.018"	"0.929"	"0.727"	"0.762"	"0.758"	"0.790"	"0.621"	"0.658"	"1569.3"	"1540.3"	"1458.3"	"1597.4"	"1140.8"	"1195.9"	"1189.3"	"1240.2"	"974.3"	"1032.6"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"3.739"	"0"	"497.619491148711"	"17"
"False"	"IsMasterProtein"	"PF3D7_0823800"	"organism=Plasmodium_falciparum_3D7 | product=DnaJ protein, putative | location=Pf3D7_08_v3:1043813-1045780(+) | length=655 | sequence_SO=chromosome | SO=protein_coding"	"2.59541984732824"	"1"	"10"	"1"	"1"	"655"	"76.634"	"9.23"	""	"1.106"	"1.415"	"1.076"	"0.991"	"1.041"	"1.073"	"1.152"	"0.980"	"1.097"	"632.5"	"699.4"	"680.8"	"895.2"	"627.1"	"658.7"	"678.8"	"728.8"	"620.1"	"693.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.233"	"0"	"497.221155899241"	"1"
"False"	"IsMasterProtein"	"PF3D7_0532300"	"organism=Plasmodium_falciparum_3D7 | product=Plasmodium exported protein (PHISTb), unknown function | location=Pf3D7_05_v3:1308278-1309940(+) | length=509 | sequence_SO=chromosome | SO=protein_coding"	"27.8978388998035"	"12"	"29"	"12"	"1"	"509"	"60.15"	"5.05"	""	"1.024"	"0.809"	"0.961"	"0.386"	"0.350"	"0.317"	"0.313"	"0.291"	"0.288"	"2356.3"	"2412.0"	"2264.5"	"1906.5"	"909.2"	"825.1"	"746.2"	"737.6"	"685.0"	"677.5"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"2.162"	"0"	"495.77062539032"	"12"
"False"	"IsMasterProtein"	"PF3D7_1319400"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:801712-806029(+) | length=1070 | sequence_SO=chromosome | SO=protein_coding"	"15.0467289719626"	"14"	"20"	"14"	"1"	"1070"	"127.59"	"7.44"	""	"0.963"	"0.743"	"0.793"	"0.484"	"0.471"	"0.459"	"0.506"	"0.415"	"0.432"	"2648.6"	"2549.3"	"2100.6"	"1967.9"	"1280.9"	"1246.2"	"1216.6"	"1341.5"	"1098.4"	"1145.0"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"0.88"	"0"	"495.491653297786"	"14"
"False"	"IsMasterProtein"	"PF3D7_1249100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_12_v3:2008194-2009708(+) | length=392 | sequence_SO=chromosome | SO=protein_coding"	"27.2959183673469"	"11"	"27"	"11"	"1"	"392"	"44.805"	"7.85"	""	"0.949"	"0.409"	"0.697"	"0.200"	"0.175"	"0.152"	"0.143"	"0.119"	"0.109"	"4834.3"	"4589.2"	"3368.5"	"1975.3"	"967.0"	"847.3"	"732.4"	"693.7"	"573.3"	"528.5"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"2.054"	"0"	"495.363378856397"	"11"
"False"	"IsMasterProtein"	"PF3D7_0621900"	"organism=Plasmodium_falciparum_3D7 | product=signal recognition particle subunit SRP68, putative (SRP68) | location=Pf3D7_06_v3:893450-895780(-) | length=776 | sequence_SO=chromosome | SO=protein_coding"	"15.0773195876289"	"8"	"23"	"8"	"1"	"776"	"92.394"	"8.18"	"Acetyl [N-Term]"	"0.981"	"1.028"	"0.937"	"0.702"	"0.720"	"0.736"	"0.778"	"0.641"	"0.673"	"1621.6"	"1591.5"	"1519.6"	"1667.4"	"1138.5"	"1167.5"	"1194.3"	"1261.6"	"1039.2"	"1091.9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"0.571"	"0"	"494.753748741498"	"8"
"False"	"IsMasterProtein"	"PF3D7_0512000"	"organism=Plasmodium_falciparum_3D7 | product=prefoldin subunit, putative | location=Pf3D7_05_v3:527639-528666(+) | length=119 | sequence_SO=chromosome | SO=protein_coding"	"62.1848739495798"	"9"	"21"	"9"	"1"	"119"	"13.658"	"6.02"	""	"1.085"	"1.102"	"1.058"	"0.715"	"0.525"	"0.396"	"0.359"	"0.252"	"0.280"	"1880.8"	"2041.5"	"1990.0"	"2073.3"	"1344.1"	"986.5"	"744.9"	"675.7"	"473.7"	"525.8"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"0"	"494.27657609347"	"9"
"False"	"IsMasterProtein"	"PF3D7_1015200.1"	"organism=Plasmodium_falciparum_3D7 | product=cysteine--tRNA ligase, putative | location=Pf3D7_10_v3:614872-617736(-) | length=677 | sequence_SO=chromosome | SO=protein_coding"	"20.9748892171344"	"14"	"41"	"14"	"1"	"677"	"79.455"	"8.75"	""	"1.000"	"1.090"	"1.038"	"0.395"	"0.153"	"0.098"	"0.081"	"0.066"	"0.072"	"3765.1"	"3765.6"	"3908.5"	"4102.8"	"1485.6"	"576.5"	"368.8"	"303.3"	"247.4"	"270.8"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"1.488"	"0"	"492.080009415429"	"14"
"False"	"IsMasterProtein"	"PF3D7_0704400"	"organism=Plasmodium_falciparum_3D7 | product=phosphoinositide-binding protein, putative | location=Pf3D7_07_v3:204718-207750(+) | length=1010 | sequence_SO=chromosome | SO=protein_coding"	"18.8118811881188"	"15"	"32"	"15"	"1"	"1010"	"118.764"	"6.74"	""	"1.008"	"1.059"	"0.974"	"0.801"	"0.790"	"0.831"	"0.884"	"0.707"	"0.791"	"1630.3"	"1643.7"	"1588.4"	"1726.7"	"1306.6"	"1288.0"	"1354.9"	"1440.6"	"1152.2"	"1289.7"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"1.454"	"0"	"488.249172937801"	"15"
"False"	"IsMasterProtein"	"PF3D7_0930400.1"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_09_v3:1207974-1211703(+) | length=915 | sequence_SO=chromosome | SO=protein_coding"	"18.1420765027322"	"15"	"26"	"15"	"1"	"915"	"107.332"	"8.78"	""	"1.038"	"1.126"	"1.057"	"0.798"	"0.663"	"0.585"	"0.576"	"0.491"	"0.516"	"1179.7"	"1224.1"	"1247.1"	"1328.5"	"941.2"	"782.3"	"690.6"	"679.5"	"578.7"	"608.7"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"1.126"	"0"	"487.901852103003"	"15"
"False"	"IsMasterProtein"	"PF3D7_1238800"	"organism=Plasmodium_falciparum_3D7 | product=acyl-CoA synthetase (ACS11) | location=Pf3D7_12_v3:1610363-1612741(+) | length=792 | sequence_SO=chromosome | SO=protein_coding"	"20.7070707070707"	"15"	"27"	"15"	"1"	"792"	"92.034"	"8.72"	""	"0.932"	"0.282"	"0.613"	"0.124"	"0.093"	"0.071"	"0.066"	"0.061"	"0.043"	"4746.8"	"4422.8"	"2907.5"	"1339.5"	"586.5"	"440.5"	"336.6"	"314.6"	"291.4"	"206.3"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"1.33"	"0"	"485.116742682039"	"15"
"False"	"IsMasterProtein"	"PF3D7_0409400"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 40 (DnaJ) | location=Pf3D7_04_v3:446000-448018(+) | length=672 | sequence_SO=chromosome | SO=protein_coding"	"18.0059523809524"	"11"	"31"	"11"	"1"	"672"	"75.868"	"9.23"	""	"1.040"	"1.266"	"1.036"	"0.912"	"0.928"	"0.895"	"0.995"	"0.854"	"0.894"	"2061.2"	"2144.1"	"2136.4"	"2609.5"	"1879.3"	"1912.7"	"1845.7"	"2050.9"	"1759.8"	"1841.7"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"2.34"	"0"	"484.982007557298"	"11"
"False"	"IsMasterProtein"	"PF3D7_0606000"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_06_v3:250612-253803(-) | length=1063 | sequence_SO=chromosome | SO=protein_coding"	"28.3160865475071"	"25"	"48"	"25"	"1"	"1063"	"123.256"	"5.87"	""	"0.954"	"1.084"	"0.980"	"0.787"	"0.747"	"0.745"	"0.774"	"0.657"	"0.688"	"1464.0"	"1396.5"	"1435.2"	"1586.4"	"1152.2"	"1093.4"	"1091.1"	"1132.9"	"962.3"	"1006.9"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"1.656"	"0"	"483.098257136803"	"25"
"False"	"IsMasterProtein"	"PF3D7_1103100"	"organism=Plasmodium_falciparum_3D7 | product=60S acidic ribosomal protein P1, putative (RPP1) | location=Pf3D7_11_v3:140048-140801(-) | length=118 | sequence_SO=chromosome | SO=protein_coding"	"67.7966101694915"	"5"	"15"	"5"	"1"	"118"	"13.006"	"4.6"	"Acetyl [N-Term]"	"0.922"	"0.497"	"0.581"	"0.358"	"0.383"	"0.490"	"0.533"	"0.339"	"0.312"	"2049.6"	"1890.0"	"1190.8"	"1018.7"	"733.6"	"785.2"	"1003.7"	"1092.2"	"695.1"	"639.1"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"13.678"	"0"	"482.744496667998"	"5"
"False"	"IsMasterProtein"	"PF3D7_0813600"	"organism=Plasmodium_falciparum_3D7 | product=translation initiation factor SUI1, putative | location=Pf3D7_08_v3:669541-670734(+) | length=268 | sequence_SO=chromosome | SO=protein_coding"	"47.7611940298507"	"9"	"16"	"9"	"1"	"268"	"31.331"	"5.73"	""	"1.024"	"1.118"	"1.021"	"0.672"	"0.653"	"0.653"	"0.671"	"0.569"	"0.598"	"1553.1"	"1589.8"	"1585.0"	"1736.4"	"1044.3"	"1014.7"	"1014.0"	"1042.8"	"883.8"	"929.5"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"7.377"	"0"	"481.603333333333"	"9"
"False"	"IsMasterProtein"	"PF3D7_0310300"	"organism=Plasmodium_falciparum_3D7 | product=phosphoglycerate mutase, putative | location=Pf3D7_03_v3:442720-446457(+) | length=1165 | sequence_SO=chromosome | SO=protein_coding"	"9.87124463519313"	"12"	"26"	"12"	"1"	"1165"	"138.221"	"8.44"	""	"1.022"	"1.048"	"0.974"	"0.649"	"0.614"	"0.607"	"0.616"	"0.537"	"0.552"	"2311.0"	"2361.1"	"2252.0"	"2422.9"	"1498.7"	"1419.7"	"1403.7"	"1423.2"	"1241.2"	"1275.6"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"0.68"	"0"	"479.125022232685"	"12"
"False"	"IsMasterProtein"	"PF3D7_1312700"	"organism=Plasmodium_falciparum_3D7 | product=probable protein, unknown function | location=Pf3D7_13_v3:532270-533958(-) | length=562 | sequence_SO=chromosome | SO=protein_coding"	"14.0569395017794"	"6"	"13"	"6"	"1"	"562"	"66.905"	"6.74"	""	"1.033"	"1.191"	"1.052"	"0.916"	"0.918"	"0.932"	"1.013"	"0.850"	"0.891"	"1027.2"	"1061.6"	"1080.4"	"1223.9"	"941.0"	"942.6"	"957.7"	"1040.7"	"872.8"	"915.3"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0.506"	"0"	"477.176552822721"	"6"
"False"	"IsMasterProtein"	"PF3D7_0410800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_04_v3:485832-489728(+) | length=1298 | sequence_SO=chromosome | SO=protein_coding"	"15.7935285053929"	"19"	"33"	"19"	"1"	"1298"	"150.176"	"6.61"	""	"1.013"	"1.083"	"1.020"	"0.819"	"0.842"	"0.852"	"0.917"	"0.769"	"0.837"	"2260.6"	"2290.9"	"2306.7"	"2447.8"	"1852.2"	"1904.5"	"1926.2"	"2072.5"	"1737.7"	"1892.7"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"1.383"	"0"	"473.77"	"19"
"False"	"IsMasterProtein"	"PF3D7_0910100"	"organism=Plasmodium_falciparum_3D7 | product=Ran-binding protein, putative | location=Pf3D7_09_v3:456959-461318(-) | length=1198 | sequence_SO=chromosome | SO=protein_coding"	"14.440734557596"	"15"	"26"	"15"	"1"	"1198"	"139.088"	"6.37"	""	"1.001"	"0.780"	"0.931"	"0.253"	"0.143"	"0.091"	"0.075"	"0.069"	"0.048"	"2775.0"	"2778.1"	"2582.9"	"2163.2"	"703.3"	"396.9"	"253.1"	"209.1"	"192.5"	"133.8"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"1.043"	"0"	"473.03896172154"	"15"
"False"	"IsMasterProtein"	"PF3D7_0827800"	"organism=Plasmodium_falciparum_3D7 | product=SET domain protein, putative (SET3) | location=Pf3D7_08_v3:1198858-1206057(+) | length=2399 | sequence_SO=chromosome | SO=protein_coding"	"11.7965819091288"	"24"	"37"	"24"	"1"	"2399"	"283.369"	"8.18"	""	"1.002"	"1.154"	"1.030"	"0.889"	"0.880"	"0.896"	"0.919"	"0.826"	"0.809"	"1709.9"	"1713.4"	"1761.6"	"1974.0"	"1520.5"	"1505.3"	"1532.5"	"1571.1"	"1412.9"	"1383.8"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"0.464"	"0"	"473.035891644215"	"24"
"False"	"IsMasterProtein"	"PF3D7_1440100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1633211-1636255(-) | length=1014 | sequence_SO=chromosome | SO=protein_coding"	"15.5818540433925"	"13"	"27"	"13"	"1"	"1014"	"118.429"	"5.14"	""	"1.006"	"1.018"	"0.994"	"0.768"	"0.756"	"0.727"	"0.765"	"0.680"	"0.699"	"1164.1"	"1171.4"	"1156.8"	"1185.2"	"894.5"	"880.3"	"846.8"	"890.3"	"791.2"	"814.1"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"1.276"	"0"	"472.21906119577"	"13"
"False"	"IsMasterProtein"	"PF3D7_0803100"	"organism=Plasmodium_falciparum_3D7 | product=U3 small nucleolar RNA-associated protein 14, putative (UTP14) | location=Pf3D7_08_v3:199181-202918(-) | length=1245 | sequence_SO=chromosome | SO=protein_coding"	"24.7389558232932"	"19"	"40"	"19"	"1"	"1245"	"147.822"	"5.4"	""	"1.037"	"1.227"	"1.042"	"0.877"	"0.887"	"0.863"	"0.930"	"0.781"	"0.865"	"2915.5"	"3024.4"	"3039.2"	"3577.5"	"2556.4"	"2585.4"	"2517.3"	"2711.0"	"2278.4"	"2522.5"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"1.154"	"0"	"472.096839762706"	"19"
"False"	"IsMasterProtein"	"PF3D7_0320000"	"organism=Plasmodium_falciparum_3D7 | product=protein phosphatase inhibitor 2 (I2) | location=Pf3D7_03_v3:837307-838271(+) | length=144 | sequence_SO=chromosome | SO=protein_coding"	"52.0833333333333"	"6"	"16"	"6"	"1"	"144"	"16.691"	"5.14"	""	"1.054"	"1.249"	"1.058"	"0.932"	"0.922"	"0.909"	"0.972"	"0.848"	"0.834"	"899.7"	"948.6"	"951.6"	"1123.4"	"838.5"	"829.2"	"818.0"	"874.6"	"763.3"	"750.2"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"12.335"	"0"	"471.782827197367"	"6"
"False"	"IsMasterProtein"	"PF3D7_1456500"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:2314380-2321555(+) | length=2391 | sequence_SO=chromosome | SO=protein_coding"	"8.40652446675031"	"18"	"34"	"18"	"1"	"2391"	"283.025"	"7.23"	""	"0.999"	"1.037"	"0.954"	"0.796"	"0.785"	"0.782"	"0.815"	"0.704"	"0.747"	"2775.3"	"2773.8"	"2648.0"	"2878.0"	"2207.8"	"2177.3"	"2170.2"	"2261.6"	"1953.6"	"2074.5"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"0.618"	"0"	"471.750477075047"	"18"
"False"	"IsMasterProtein"	"PF3D7_1459600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:2441345-2443896(+) | length=801 | sequence_SO=chromosome | SO=protein_coding"	"19.6004993757803"	"15"	"28"	"15"	"1"	"801"	"93.535"	"8.73"	""	"0.997"	"1.172"	"0.985"	"0.756"	"0.638"	"0.555"	"0.557"	"0.470"	"0.511"	"2436.7"	"2429.5"	"2399.9"	"2855.5"	"1842.6"	"1554.6"	"1353.0"	"1358.0"	"1145.6"	"1244.6"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"1.534"	"0"	"471.531023013908"	"15"
"False"	"IsMasterProtein"	"PF3D7_0722400"	"organism=Plasmodium_falciparum_3D7 | product=GTP-binding protein, putative | location=Pf3D7_07_v3:954784-956343(+) | length=393 | sequence_SO=chromosome | SO=protein_coding"	"42.4936386768448"	"15"	"34"	"15"	"1"	"393"	"45.135"	"7.33"	""	"0.813"	"0.177"	"0.410"	"0.092"	"0.071"	"0.064"	"0.056"	"0.051"	"0.043"	"7502.9"	"6101.7"	"3074.0"	"1329.5"	"694.0"	"533.0"	"479.6"	"422.2"	"379.6"	"325.4"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"4.055"	"0"	"470.45364439109"	"15"
"False"	"IsMasterProtein"	"PF3D7_1468800"	"organism=Plasmodium_falciparum_3D7 | product=splicing factor U2AF large subunit, putative (U2AF2) | location=Pf3D7_14_v3:2827942-2830443(-) | length=833 | sequence_SO=chromosome | SO=protein_coding"	"15.3661464585834"	"14"	"23"	"14"	"1"	"833"	"97.369"	"9.5"	""	"1.060"	"1.133"	"1.020"	"0.785"	"0.751"	"0.745"	"0.769"	"0.651"	"0.677"	"1826.0"	"1936.4"	"1862.0"	"2068.5"	"1433.3"	"1370.7"	"1360.0"	"1404.3"	"1189.0"	"1236.5"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"1.342"	"0"	"466.544398318841"	"14"
"False"	"IsMasterProtein"	"PF3D7_1140700"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_11_v3:1623447-1630274(-) | length=2275 | sequence_SO=chromosome | SO=protein_coding"	"13.0549450549451"	"21"	"28"	"20"	"1"	"2275"	"267.801"	"4.98"	""	"1.019"	"0.971"	"0.948"	"0.680"	"0.622"	"0.624"	"0.657"	"0.523"	"0.544"	"1594.0"	"1624.2"	"1510.4"	"1547.1"	"1083.2"	"991.0"	"995.0"	"1047.3"	"833.2"	"867.8"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"0.472"	"2"	"465.34"	"21"
"False"	"IsMasterProtein"	"PF3D7_0822600"	"organism=Plasmodium_falciparum_3D7 | product=protein transport protein SEC23 (SEC23) | location=Pf3D7_08_v3:997055-999529(+) | length=759 | sequence_SO=chromosome | SO=protein_coding"	"22.5296442687747"	"16"	"29"	"16"	"1"	"759"	"86.114"	"6.34"	"Acetyl [N-Term]"	"1.013"	"0.683"	"0.820"	"0.480"	"0.216"	"0.139"	"0.128"	"0.106"	"0.103"	"1934.8"	"1959.9"	"1586.8"	"1321.0"	"929.3"	"418.7"	"269.0"	"248.3"	"205.6"	"198.5"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"1.703"	"0"	"465.290434782609"	"16"
